"gene","Hs 578T","SR-786","NCI-H226","UO-31","Malme-3M","HT-29","786-O","MDA-MB-231","RPMI 8226","HOP-92","HOP-62"
"ENSG00000167972","0.20163386116965","4.02680005934372","3.4262647547021","4.00450139223494","1.80322703643493","0.070389327891398","2.98002530023873","1.39506279951758","1.38956681176273","2.08746284125034","0.790772037862"
"ENSG00000131269","3.56559717585422","4.41413553298445","3.31034012061215","3.29130885982897","3.52857131887076","4.4867143730307","3.81966818349646","4.10768786931437","4.65706830120158","3.8787253414801","4.34766565630097"
"ENSG00000236149","6.46139758992616","5.63023071585969","5.64875303298957","4.90014226035982","5.85349670370232","5.63197732023875","5.62964804418744","6.86492897228979","6.17971008387062","4.66902676550963","6.08151006812092"
"ENSG00000198691","0.604071323668861","1.03562390973072","0.238786859587116","0.0426443374084937","0","0.137503523749935","0","0.485426827170242","0.0285691521967709","0.137503523749935","0.659924558402378"
"ENSG00000097007","5.83111719461642","4.21179097625254","5.15340002773506","4.76765479823735","4.58195375084882","3.98002530023873","5.70791125418517","5.56376827845203","4.04614178164472","4.37851162325373","4.68257329734758"
"ENSG00000002726","0","0.495695162624069","0.01435529297707","0.0565835283663675","0.01435529297707","3.56437816856506","0","0","1.06350294230616","0.321928094887362","0.0426443374084937"
"ENSG00000143322","4.5478199565777","4.02059109477325","5.74685018309805","4.50969584193339","5.5478199565777","1.66902676550963","4.07638806851284","5.06307144984268","2.16992500144231","4.55274593674845","3.99004721957379"
"ENSG00000281879","0","0.0565835283663675","0.01435529297707","0.01435529297707","0.01435529297707","2.62760683812965","0.01435529297707","0.0285691521967709","0","0.01435529297707","0.0976107966264223"
"ENSG00000276016","5.51222688651396","5.59185890498717","6.44028782084042","6.1673177809466","6.3387809438947","5.8008998999203","6.36859376265085","6.00495075995105","4.88410945135923","5.89287670006069","5.29057185085208"
"ENSG00000060971","5.16912328147676","5.04745114041639","5.02724253597374","5.37885838327003","6.10601323762212","6.17272751801285","4.84398384404833","5.30085587126876","4.92884403671257","5.67157644813065","5.10726939359254"
"ENSG00000275176","5.14241343787374","4.36176835941915","5.12639473762014","5.61618123133188","4.81608765860021","6.50747752951693","5.12598165385472","4.60821785302146","4.59215800212536","5.5351198215998","5.69515867847536"
"ENSG00000076555","0.632268215499513","2.37851162325373","1.26903314645524","1.0703893278914","4.24107745817504","1.60407132366886","1.16992500144231","2.09761079662642","1.78240856492737","2.08746284125034","1.66902676550963"
"ENSG00000115361","0","0.01435529297707","0","0.214124805352847","0","0","0.0285691521967709","0.176322772640463","0.070389327891398","0","0.0840642647884745"
"ENSG00000117054","4.62993940943954","5.90640961709402","5.35895882583233","4.71699089440494","5.57742882803575","4.64616265715789","5.4947356048628","4.44161626940656","4.53231695933277","4.97361127551947","4.81301154860562"
"ENSG00000122971","2.79701297783614","2.77188557851537","3.17632277264046","3.80219321694182","4.35543919724868","2.91647664443772","2.75915583380027","2.58496250072116","0.992768430768924","3.35049724708413","3.15055967657538"
"ENSG00000196177","1.6959938131099","2.97269265400426","1.89141918684608","2.87970576628229","3.57893871309339","1.07724299893246","2.91073266190291","2.17632277264046","1.09085343045111","2.85996954822103","2.23572705983806"
"ENSG00000072778","8.53060141451683","7.49872955858156","7.97027848587579","7.80012335282653","8.63829109417095","7.71616782979715","7.32553033156756","8.2019278587336","7.97108365753601","6.99672768572814","8.01307138390046"
"ENSG00000075239","6.4276061727819","6.43579525437006","6.58315800387441","6.38162946703366","5.46956042171122","5.19416586852982","6.88288755322496","6.68173035543585","7.54882190845875","6.16952419715","5.58556349845569"
"ENSG00000120437","6.71630503984442","5.46270675067016","6.79454583302205","6.81839044446963","6.35878304818473","6.33449676839042","6.67143491724901","6.19278595925112","5.89651405396884","4.5552026338783","6.99412711400313"
"ENSG00000108684","0","0","1.25701061820602","1.57531233068744","0","0","0.485426827170242","0","0.01435529297707","0","0.01435529297707"
"ENSG00000110881","3.32192809488736","1.51096191927738","1.1243281350022","1.97085365434048","1.79493566280354","2.96347412397489","0.704871964456353","1.37851162325373","2.15704371014558","3.81557542886257","2.14404636961671"
"ENSG00000087085","0.464668267003444","0.0840642647884745","1.38956681176273","1.02856915219677","0.238786859587116","0.0426443374084937","0.0426443374084937","0.400537929583729","0.0426443374084937","0.613531652917927","0.505890929729957"
"ENSG00000131473","7.28678875913321","6.43879185257826","6.1606782132205","7.26706755781248","6.71836162613835","6.63270444844369","7.23888237384058","6.77056479197169","6.63241364113755","6.76805196136192","7.17931198921002"
"ENSG00000122729","5.13832300405648","5.48413813120167","6.82158267270679","7.97871045910636","4.80787007829978","4.1407786557828","4.65878273401283","5.70570149684579","1.83592407425437","4.12267271882414","5.72846476509253"
"ENSG00000283539","0.0840642647884745","0","0.20163386116965","0","0.0285691521967709","0","0","0.0285691521967709","0.0840642647884745","0.0426443374084937","0"
"ENSG00000100412","6.50795316940504","5.67863534782274","4.80271021929134","5.42827641439251","6.86517649653178","4.87676249078156","5.6659043549549","5.34624777408278","6.1781170457064","5.3743439890385","5.73254056130812"
"ENSG00000161533","3.53729606709084","2.99819550315325","3.10768786931437","3.64846544302731","4.20554891117303","4.12763327972587","3.39643353125099","3.54596836910529","2.99276843076892","3.7235585614721","3.86393845042397"
"ENSG00000143727","6.70141043623281","7.69787110035057","7.34615911015865","6.46008724011683","6.80141736586591","7.4239142676731","7.62527048937469","6.46057876077603","6.45335295377561","6.59469782732387","7.22371214112541"
"ENSG00000134575","3.96254902292306","3.68032435684402","3.59454854955035","3.41006969175638","3.9429835981871","4.48542682717024","3.23878685958712","4.79701297783614","4.44956137461324","4.39163026151743","4.57712666130705"
"ENSG00000102575","2","0.238786859587116","0","0.594548549550354","7.10433665981474","0.970853654340484","0.16349873228288","0.189033824390017","3.02856915219677","0.879705766282288","0.20163386116965"
"ENSG00000014257","0","3.10601323762212","0.0285691521967709","0.01435529297707","0.565597175854225","1.13093086982645","0.124328135002202","0.20163386116965","0.20163386116965","0.111031312388744","0.0285691521967709"
"ENSG00000134940","0.0840642647884745","0.37851162325373","0.286881147788161","0.27500704749987","0.367371065648529","0.400537929583729","0.189033824390017","0.0976107966264223","0.176322772640463","0.0426443374084937","0.31034012061215"
"ENSG00000143632","0.286881147788161","0.150559676575381","0.0285691521967709","0.0285691521967709","0.189033824390017","0.0565835283663675","0.0565835283663675","0.124328135002202","0.137503523749935","0.176322772640463","0.356143810225275"
"ENSG00000107796","11.0732043434985","5.09381367340273","5.61235249875266","5.61412086878925","4.05398016818765","0.411426245726465","2.66448284036468","1.93734439215023","0.321928094887362","5.20006486151431","2.88166461932035"
"ENSG00000075624","13.0575010418086","11.3307488526035","11.7428146698629","12.3056912817805","11.1520312708074","10.8752885982227","12.606127566668","11.9633296160326","10.1099612090086","12.1247029264474","11.7231062832314"
"ENSG00000159251","1.46988597627446","0","0.286881147788161","0","0","0.070389327891398","0.0840642647884745","0","0","0.0426443374084937","0"
"ENSG00000184009","11.7766386470736","10.529528162146","11.0047120507797","11.2496468074968","11.1242505797869","10.0427537609772","12.2872795061029","11.1851232073606","9.18485055412074","11.9844184588011","11.8506556764218"
"ENSG00000163017","10.2670207254273","0.0565835283663675","0","0","4.41006969175638","0.0565835283663675","0.137503523749935","0.0565835283663675","0.150559676575381","0.238786859587116","1.23266075679027"
"ENSG00000282844","9.911062362538","8.0956080048112","8.02718723381596","8.26575567602733","8.25195573576911","8.19702006028422","8.37151530232147","9.04327340961981","5.0071955014042","8.00887676839426","8.77310623045617"
"ENSG00000136518","6.51932173462943","6.5470487505718","6.43362716708478","6.65477921695952","6.48607074373567","6.99604972751976","7.20310325023664","7.07424852334703","7.53977919169849","6.74698450599195","6.91468410532839"
"ENSG00000072110","10.0407006867145","6.3743439890385","8.33221561498811","8.02718723381596","8.05891172262887","6.02657877012771","7.79519549081701","8.0275743044105","1.58496250072116","6.47200029214035","8.11519974938544"
"ENSG00000077522","0.0285691521967709","0.070389327891398","0.505890929729957","0","0.422233000683048","0","0.124328135002202","0","0.01435529297707","0.0285691521967709","0.250961573533219"
"ENSG00000248746","1.06350294230616","0.0840642647884745","0","0","0.01435529297707","0.070389327891398","0.01435529297707","0.0426443374084937","0.01435529297707","0.16349873228288","0.0840642647884745"
"ENSG00000115170","5.46988597627446","4.85947266685194","3.73009646559547","4.41683974191283","5.16952419715","3.70597790168252","4.44890095114513","3.25398926623079","2.0036022366802","3.74631276642546","4.44360665147561"
"ENSG00000135503","2.79701297783614","2.72027846523333","3.18745105402733","3.52105073690096","2.96162332828694","3.96809075204526","3.16832111573972","2.63923216324928","2.41683974191283","3.07553263116736","3.28983446517751"
"ENSG00000121989","2.77610398807316","2.86987140617771","1.44890095114513","1.61823865559545","1.62293035092018","1.81557542886257","1.87578006306849","1.61823865559545","0.782408564927373","0.782408564927373","2.12763327972587"
"ENSG00000114739","1.15704371014558","2.16027483140859","0.773996325111173","1.32768736417605","2.49569516262407","1.05658352836637","1.09761079662642","1.13750352374994","1.16992500144231","1.4541758931858","1.35049724708413"
"ENSG00000139567","0.37851162325373","0","0.20163386116965","0.137503523749935","0.01435529297707","0.111031312388744","0.0285691521967709","0.0840642647884745","0.0426443374084937","0.01435529297707","0.356143810225275"
"ENSG00000243989","4.34766565630097","3.98002530023873","4.4937754084607","6.03033607837096","6.16490692667569","5.77899700616954","4.46336088581666","4.54163873443614","5.61529857909211","4.89336221076387","4.78659636189081"
"ENSG00000119640","4.98550043030489","5.8073549220576","3.46988597627446","3.56071495447448","5.68846014042449","5.29388543030237","3.98913900736823","5.97039353791468","5.09169983413681","4.65248649491816","4.70818723602071"
"ENSG00000170634","3.2585189247113","4.25701061820602","3.36597242759338","2.28095631383106","2.73335434061383","3.28688114778816","2.13093086982645","3.75060650483559","2.44890095114513","2.85399564717639","3.49825086752783"
"ENSG00000196839","3.96162332828694","0.516015147003665","4.5216789516032","3.15055967657538","2.68481873755322","0.432959407276106","3.66448284036468","1.52606881166759","5.75595576955096","3.71259578044703","3.82781902461732"
"ENSG00000151651","0.0976107966264223","4.26453643099903","0.933572638261024","3.114367024952","1.39506279951758","3.76553474636298","0.137503523749935","6.00112666545428","1.90303827011291","5.07809742302666","0.941106310946432"
"ENSG00000137845","7.19189817724178","6.35438163211332","7.47565237840642","7.22216698262345","7.60058197850091","6.4708621994137","7.11249163574186","7.12845838414693","6.72478667744771","6.74214098549815","6.64832162654502"
"ENSG00000160710","5.30669970727279","7.28188367456292","5.67496903062497","5.63720448190229","6.38681094647222","5.69209237542757","6.28225445201058","5.79727243202997","6.67398035122985","5.74065777162389","5.77663042305105"
"ENSG00000197381","4.66959375118833","4.50525580093216","4.72628628972067","3.31903981556254","4.1333991254172","2.29865831556452","1.84398384404833","2.63226821549951","2.28983446517751","2.81352468929781","5.59663703410207"
"ENSG00000185736","0.0285691521967709","0","0","0","0.0565835283663675","0","0.01435529297707","0","0.238786859587116","0","0.0565835283663675"
"ENSG00000164742","0","0.0285691521967709","0.443606651475615","0.687060688339892","4.76181714250714","0.01435529297707","0.01435529297707","0.0285691521967709","3.28243980500639","3.10768786931437","0.632268215499513"
"ENSG00000078295","0","0","0","0","4.61588707391606","0.111031312388744","0.01435529297707","0","0.01435529297707","0","0"
"ENSG00000138031","4.13586316536868","3.84398384404833","4.75007048586569","4.51664555778096","5.09085343045111","5.08321336824898","5.26528685756517","4.73063995591679","5.5933537709803","4.76977173924945","4.57893871309339"
"ENSG00000173175","0.0976107966264223","0.150559676575381","0.137503523749935","0.111031312388744","0.20163386116965","0.321928094887362","0.0565835283663675","0.111031312388744","2.47767732756531","0.20163386116965","0.0840642647884745"
"ENSG00000174233","4.26528685756517","0.20163386116965","3.47767732756531","3.86492897228979","5.10894256866079","5.08746284125034","3.64385618977472","3.37851162325373","2.22032995487956","2.60407132366886","3.57773093149008"
"ENSG00000121281","4.02680005934372","5.81506301719287","2.98913900736823","3.93262815702213","3.26453643099903","0.464668267003444","3.93922657772821","3.52356195605701","5.9525665409428","3.6915341649192","3.87184364850932"
"ENSG00000155897","0","0.0285691521967709","0","0.111031312388744","0","0","0","0","0","0.070389327891398","0"
"ENSG00000162104","4.3819754785573","0.422233000683048","2.6667565918848","3.84197311892718","3.86492897228979","0.20163386116965","3.07895134139482","3.5765221379205","0.903038270112912","3.36036427654347","2.35614381022528"
"ENSG00000141433","0.27500704749987","0.0565835283663675","3.41142624572647","0.321928094887362","0.01435529297707","0","0.01435529297707","0","0.01435529297707","0.01435529297707","4.3212065669699"
"ENSG00000078549","0.0426443374084937","0.214124805352847","0","0.0285691521967709","0","0.01435529297707","0","0","0.01435529297707","0.0285691521967709","0.0285691521967709"
"ENSG00000087274","6.23974171768067","6.86727873970966","6.28854313265907","6.41835863488438","6.02812708231714","6.15177765473205","6.57863686247174","6.8072261042495","4.96716860753263","6.27295630793511","6.45220004940622"
"ENSG00000075340","0.0285691521967709","6.65878273401283","3.86492897228979","0.0565835283663675","0.176322772640463","0.678071905112638","0.0565835283663675","0.27500704749987","4.66391384211598","0.111031312388744","1.799087306074"
"ENSG00000148700","4.66618848987278","6.17951105027151","2.71369581484336","4.15785216914174","5.82705683650015","6.02214584287018","5.24184018356467","4.6959938131099","3.24488705912353","5.30560578958543","4.03474394932473"
"ENSG00000147872","0.22650852980868","4.39506279951758","0.22650852980868","6.53977919169849","6.53247281684287","2.73768676140986","6.45220004940622","5.88239850405388","1.89530262133331","4.63807383718072","6.14954390870909"
"ENSG00000187758","0","0","0","0","0","0","0","0.0565835283663675","0","0","0.0285691521967709"
"ENSG00000196616","0.765534746362977","0","0","0.0426443374084937","0","0","0","0","0","0","0"
"ENSG00000248144","0.632268215499513","0.0976107966264223","0.454175893185802","0.298658315564515","0","0.66902676550963","0.0565835283663675","0.66902676550963","0","0.0565835283663675","0.16349873228288"
"ENSG00000198099","0","0","0.0565835283663675","0","0","0.150559676575381","0","0","0","0","0"
"ENSG00000197894","7.76599877399517","5.98709343705815","7.40803246613065","6.99265514938683","6.32768736417605","6.68088692071969","6.83541884047548","6.67327373660982","4.87135084063403","6.17012536183995","7.22071689199892"
"ENSG00000172955","0.713695814843359","0.0426443374084937","1.61353165291793","0.214124805352847","0.0565835283663675","0.799087306074004","0.37851162325373","0.189033824390017","0.0976107966264223","0.137503523749935","0.594548549550354"
"ENSG00000196344","0","0.01435529297707","0.01435529297707","0.01435529297707","0","0","0","0.070389327891398","0","0","0.0285691521967709"
"ENSG00000156110","5.01480160235136","4.8499992594661","5.87381319835909","5.17152710603881","4.0574502721839","4.95279947789994","6.38818953715608","5.84398384404833","4.58195375084882","6.33646192818282","5.60614607806572"
"ENSG00000148926","8.32571020751578","0.495695162624069","8.6943927134768","5.45187047886432","3.15218341905505","2.26002565596146","6.36404708360732","4.89044669267991","4.631686366312","2.23266075679027","5.09127669436522"
"ENSG00000163485","0.650764559116902","0.070389327891398","0.575312330687437","3.43962313755712","0.214124805352847","0.124328135002202","4.68313498512609","0.432959407276106","0.799087306074004","4.75968848842729","1.90689059560852"
"ENSG00000128271","3.91456452349394","1.26903314645524","3.61588707391606","0.765534746362977","0.464668267003444","0.150559676575381","1.18269229751619","2.15704371014558","4.82323984413102","2.27798474729977","2.16671544496642"
"ENSG00000170425","5.43895814789755","2.20163386116965","3.55581615506164","4.58796498888268","5.03694284479826","1.28095631383106","2.15380533607904","6.52120781622399","0.189033824390017","5.21684284283726","5.10307794659757"
"ENSG00000282608","0","0.0565835283663675","0","0.070389327891398","0.0565835283663675","0.0285691521967709","0.0426443374084937","0","0.0565835283663675","0.0840642647884745","0.0285691521967709"
"ENSG00000144843","2.0703893278914","3.8923910259134","0","2.44890095114513","3.09085343045111","0.344828496997441","1.84799690655495","0.422233000683048","1.02147972741045","1.07724299893246","0.963474123974886"
"ENSG00000143799","5.25964912064916","7.28225445201058","5.90761176285217","6.16992500144231","7.34473974580299","6.34536088953964","6.83048351645765","6.53558643635484","8.44207264122942","6.91229058335111","6.55658268982325"
"ENSG00000102699","2.72900887033786","5.73199778664374","4.43429461795993","5.67044381212281","5.22689381357139","6.12308675098106","5.53262865751717","5.67694435910691","4.70708299177171","5.656782364219","4.78659636189081"
"ENSG00000171873","0.855989697308481","0.16349873228288","0","0.16349873228288","0.189033824390017","0.01435529297707","0.0285691521967709","0.0426443374084937","0.0285691521967709","0.0285691521967709","0.495695162624069"
"ENSG00000170214","1.4594316186373","0.01435529297707","0.238786859587116","1.53106949272595","0.321928094887362","0","1.40053792958373","1.4541758931858","0.01435529297707","0.526068811667588","0.389566811762726"
"ENSG00000120907","0","0.01435529297707","0","0","0","0","0.01435529297707","0","0","0","0"
"ENSG00000150594","0.799087306074004","0.0426443374084937","0.01435529297707","0","0.176322772640463","2.58976348698498","0","0","0","0","0.01435529297707"
"ENSG00000274286","0.0285691521967709","0","0.01435529297707","0","0.214124805352847","0.16349873228288","0","0","0.0426443374084937","0","0.01435529297707"
"ENSG00000184160","0","0.0565835283663675","1.58976348698498","0.070389327891398","0","0.01435529297707","0","0.505890929729957","0","0.01435529297707","0.505890929729957"
"ENSG00000043591","0","0","0.214124805352847","0.0285691521967709","0","0.505890929729957","0","0.01435529297707","0.01435529297707","0.01435529297707","0"
"ENSG00000169252","0.432959407276106","0.111031312388744","1.26303440583379","3.0703893278914","0.389566811762726","0.286881147788161","0.0565835283663675","5.19298316997399","2.70708299177171","3.59454854955035","1.95233356636969"
"ENSG00000188778","0.01435529297707","0","0","0","0.0426443374084937","0","0","0","0","0","0"
"ENSG00000173020","5.55458885167764","8.19569208725586","4.58976348698498","4.30231905094883","4.68369645430652","6.8799507684126","4.27127625917593","5.13791332208841","5.97246290720214","5.3526172989585","5.35684807923652"
"ENSG00000100077","1.4276061727819","4.38750040648098","1.10433665981474","0.887525270741587","0.27500704749987","1.15704371014558","0.176322772640463","1.07724299893246","0.53605290024021","1.07724299893246","1.49569516262407"
"ENSG00000239900","6.03386345186628","5.96555343498708","5.87553435157324","6.11748726632592","5.9047249283904","5.631686366312","6.79246495997995","6.47248777146274","6.23438635409455","5.76394266044725","6.30268461411838"
"ENSG00000035687","4.61706334388818","5.46695333712393","5.2460279805281","5.03869955130559","5.98618336288137","5.35579154675365","5.55704241526372","5.58165253046128","4.98641093525204","4.86641348112345","5.45647762935182"
"ENSG00000196961","6.4093909361377","5.05311133645956","5.76950729143624","5.28798935040895","6.02258974904011","5.60288440871842","5.40190347160796","6.38301301548867","4.88410945135923","5.8877689486479","5.15299460549244"
"ENSG00000280759","5.36211916672566","5.36001304220433","4.72519581722666","4.8499992594661","3.88947354253111","4.85847839042327","4.58736499093646","4.68313498512609","4.00539998774259","4.62293035092018","5.38887833881199"
"ENSG00000100280","5.68369645430652","5.39403389536778","4.89044669267991","5.13257684267001","5.32481060342048","5.93002764088174","5.64385618977472","4.98413359454098","5.6724253419715","4.82068956055921","4.8414699994658"
"ENSG00000006125","6.35402893805439","7.69195284304767","6.6720009574881","7.01781058464053","5.63749432520631","6.76778719809436","6.82959589917751","7.266692856157","5.00450139223494","6.94169322566137","6.41464295841001"
"ENSG00000166747","4.68706068833989","5.19258872156664","5.27090264916713","5.26641176603611","4.98641093525204","5.02059109477325","5.3019533951261","4.68088692071969","5.27052894238072","4.46205231879643","5.35755200461808"
"ENSG00000106624","5.05267672430358","0.516015147003665","0.400537929583729","0.356143810225275","7.33404976759958","0.01435529297707","0.189033824390017","0.0840642647884745","2.83390207666916","1.58496250072116","1.74846123300404"
"ENSG00000104964","8.1266012351573","8.8808997588721","8.54043805390272","7.97165850515125","7.60080495498947","7.78299820892041","7.34775422768823","7.84674402324487","7.47792013057969","6.4643415327611","7.76234881564413"
"ENSG00000124812","0","0","0","0","0","0","0","0","0","0","0.0285691521967709"
"ENSG00000079557","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000081051","1.41683974191283","0.464668267003444","1.71369581484336","0.070389327891398","0.22650852980868","0.111031312388744","1.91838623444635","0.632268215499513","0","0.464668267003444","0.53605290024021"
"ENSG00000038002","4.74738739965272","6.04766925139131","3.90881290773955","4.80683958179819","6.82705683650015","3.89044669267991","3.11270013274936","4.854993016757","2.59931779369823","5.05267672430358","4.54287709935414"
"ENSG00000157766","2.40053792958373","0.16349873228288","0.0976107966264223","0.0426443374084937","4.48284828306847","0.01435529297707","0","0","0.01435529297707","0.20163386116965","0"
"ENSG00000230514","2.19219416528334","4.20163386116965","1.97452931248388","1.53106949272595","1.94860084749336","2.0036022366802","1.26303440583379","1.54596836910529","2.41683974191283","0.948600847493356","2.27500704749987"
"ENSG00000162688","2.20476675065461","3.10601323762212","2.85399564717639","2.68481873755322","2.71808758396052","3.33199177823206","3.0232553523003","2.44095219802964","1.19534759832222","2.24792751344359","2.25398926623079"
"ENSG00000159723","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000101384","7.97407036702403","2.62293035092018","0.887525270741587","2.43829285157915","4.24031432933371","2.70487196445635","3.99186193055632","5.71726514496006","3.15704371014558","2.79285535236249","4.38887833881199"
"ENSG00000135744","1.67355642399014","4.00898878322726","0.070389327891398","0.0976107966264223","1.41142624572647","0.613531652917927","0.55581615506164","0.263034405833794","0.613531652917927","4.8414699994658","0.475084882948783"
"ENSG00000144891","4.97773784924282","0.01435529297707","0","0.111031312388744","0","0","0.01435529297707","0","0.01435529297707","0.111031312388744","0.400537929583729"
"ENSG00000180772","0","0","0","0","0.0976107966264223","0","0","0.01435529297707","0","0","0"
"ENSG00000134817","0.0285691521967709","0","0.0285691521967709","0","0.0840642647884745","0","0","0.01435529297707","0.01435529297707","0","0"
"ENSG00000172482","0","0.0285691521967709","0","0","0","0.565597175854225","0","0","0.01435529297707","0","0"
"ENSG00000169297","0","0.0285691521967709","0","0.400537929583729","0.613531652917927","0.0285691521967709","0.356143810225275","0","0.27500704749987","0.839959587489532","0.411426245726465"
"ENSG00000101444","6.17472598770613","6.3039633562453","7.27239650903748","7.35120427725799","7.17012536183995","8.01558231168093","7.62651214573257","7.27379559921426","6.81608765860021","7.40981519582048","7.30122180533309"
"ENSG00000106546","5.25550073314839","3.73552217729654","3.62058641045188","3.94766615679601","3.75488750216347","3.78135971352466","3.82068956055921","4.7771566660045","0.53605290024021","5.08193608171943","4.00539998774259"
"ENSG00000145192","0.137503523749935","0","0.070389327891398","0.0565835283663675","0.31034012061215","0.214124805352847","0.0426443374084937","0.27500704749987","0","0.124328135002202","0.0426443374084937"
"ENSG00000235588","0.111031312388744","0.286881147788161","0","0","0.356143810225275","0.137503523749935","0.565597175854225","0.111031312388744","2.37851162325373","0.070389327891398","0.0976107966264223"
"ENSG00000112297","0.111031312388744","5.9546616208379","0.31034012061215","0.704871964456353","2.43829285157915","4.1333991254172","3.81864608282254","3.62410089462811","0.0565835283663675","2.54101915313356","3.71918344048179"
"ENSG00000106992","5.57773093149008","3.24031432933371","4.51096191927738","5.80889983925777","6.04045412134962","5.55213110825378","5.93569546303184","6.94192792470872","4.15299460549244","7.07617425672425","5.57228336665041"
"ENSG00000004455","8.15375467876268","6.99390075563742","7.51554215807831","7.20261362014849","6.86727873970966","7.71238943058744","7.91659606789219","7.67623919508638","8.230885072834","7.01558231168093","7.87528859822269"
"ENSG00000162433","5.97659276223859","4.80322703643493","2.61823865559545","4.52857131887076","1.79493566280354","3.97452931248388","5.89117612475454","5.32228872357088","2.89141918684608","4.93734439215023","3.52230689287139"
"ENSG00000142208","6.87344411251538","7.32858517678881","5.94392132655349","6.23859581210741","7.26002565596145","6.3215673760354","5.86641348112345","7.05874941233552","5.46205231879643","5.59185890498717","6.89590846480624"
"ENSG00000105221","5.9560566524124","5.98116766710568","5.98071082890019","5.24260250592898","5.97452931248388","6.49153246180432","5.56742375770728","6.10810622368613","5.23419472295381","5.79727243202997","6.09339115325301"
"ENSG00000148218","4.14974711950468","4.01167453338092","4.29939120612683","4.01881218574282","4.46532151358055","4.73768676140986","3.57893871309339","4.11603199344711","3.86690797814317","3.58135124716878","4.23802251782572"
"ENSG00000023330","5.7062542535732","5.87823487911234","5.22804904788446","5.59305492166988","6.62935662007961","4.66277517193778","5.39025495632187","5.60169651648096","5.02103547951136","5.1574479962743","5.24184018356467"
"ENSG00000158578","0.0840642647884745","0.0840642647884745","0.0426443374084937","0","0.214124805352847","0.111031312388744","0.0426443374084937","0.0426443374084937","0.0976107966264223","0.0285691521967709","0.0285691521967709"
"ENSG00000163631","0.739848102699327","4.50462039240355","0.575312330687437","0.189033824390017","0.678071905112638","0.970853654340484","0.070389327891398","0.495695162624069","0.189033824390017","0.565597175854225","0.27500704749987"
"ENSG00000170017","8.11987488953255","5.08193608171943","7.17632277264046","7.93852104586597","3.85798099512757","2.36176835941915","7.50834941622587","6.85661227317836","1.13750352374994","6.50048340147312","6.06695024392463"
"ENSG00000101986","3.26603689399532","3.24944534108584","1.96716860753263","2.31614574229336","6.64024493622235","2.96347412397489","3.14567745519564","3.03738222200308","2.17632277264046","3.87085786436376","3.25096157353322"
"ENSG00000165092","0.807354922057604","1.01435529297707","0.150559676575381","2.03913839390696","4.88849973551412","8.67083325605577","6.59469782732387","2.07724299893246","1.31614574229336","0.475084882948783","0.475084882948783"
"ENSG00000111275","0.454175893185802","0.839959587489532","3.25247621413522","4.61765111942733","6.67143491724901","5.78711898281334","5.72328550477764","5.34411833452143","0.505890929729957","6.20339694854612","5.21606678308703"
